incidentId,machineId,machineType,incidentType,incidentDate,severity
349,071,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-07-09,Média
350,014,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-04-13,Média
351,033,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-10-12,Crítica
352,027,Perfuratriz,Desgaste da broca,2023-02-02,Baixa
353,147,Escavadeira Hidráulica,Falha no sistema de rotação,2024-12-11,Alta
354,121,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2017-07-12,Crítica
355,113,Perfuratriz,Vazamento de combustível,2023-04-08,Média
356,048,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-05-20,Baixa
357,065,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-05-09,Crítica
358,030,Perfuratriz,Desgaste da broca,2018-08-31,Baixa
359,103,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-03-11,Crítica
360,019,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-08-12,Média
361,039,Britador Primário,Desgaste das mandíbulas,2023-02-28,Baixa
362,145,Carregadeira,Superaquecimento do motor,2017-12-30,Alta
363,022,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-11-06,Baixa
364,031,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-11-23,Crítica
365,058,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-09-25,Crítica
366,116,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-06-26,Crítica
367,077,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-06-22,Crítica
368,079,Carregadeira,Desgaste dos pneus,2023-02-25,Baixa
369,026,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-06-20,Baixa
370,055,Escavadeira Hidráulica,Falha no sistema de rotação,2022-05-19,Alta
371,021,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-06-10,Baixa
372,062,Perfuratriz,Falha no compressor de ar,2021-02-21,Alta
373,142,Perfuratriz,Desgaste da broca,2024-01-22,Baixa
374,041,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-12-29,Média
375,105,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-01-23,Crítica
376,121,Escavadeira Hidráulica,Falha no sistema de rotação,2015-07-07,Alta
377,009,Perfuratriz,Falha no compressor de ar,2024-04-19,Alta
378,074,Perfuratriz,Vazamento de combustível,2020-04-02,Média
379,117,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-10-17,Média
380,060,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-01-17,Média
381,051,Perfuratriz,Quebra do motor de perfuração,2023-06-27,Crítica
382,030,Perfuratriz,Falha no compressor de ar,2022-07-10,Alta
383,039,Britador Primário,Falha no motor elétrico,2022-12-09,Alta
384,037,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-02-15,Média
385,016,Perfuratriz,Falha no compressor de ar,2024-12-16,Alta
386,079,Carregadeira,Superaquecimento do motor,2022-06-13,Alta
387,113,Perfuratriz,Desgaste da broca,2023-05-31,Baixa
388,120,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-13,Alta
389,104,Escavadeira Hidráulica,Falha no sistema de rotação,2022-03-05,Alta
390,129,Caminhão Fora de Estrada,Quebra do eixo traseiro,2017-11-12,Crítica
391,113,Perfuratriz,Desgaste da broca,2023-07-25,Baixa
392,011,Caminhão Fora de Estrada,Quebra do eixo traseiro,2018-06-18,Crítica
393,083,Escavadeira Hidráulica,Falha no sistema de rotação,2024-10-23,Alta
394,007,Carregadeira,Desgaste dos pneus,2020-08-27,Baixa
395,059,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-10-22,Baixa
396,069,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-03-07,Média
397,045,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-10-08,Crítica
398,133,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-09-28,Crítica
399,072,Carregadeira,Falha no sistema hidráulico,2023-11-24,Média
400,150,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-01-10,Crítica
401,126,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-11-27,Média
402,121,Escavadeira Hidráulica,Falha no sistema de rotação,2022-01-03,Alta
403,105,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-10-22,Média
404,083,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-03-22,Média
405,042,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-07-17,Média
406,106,Perfuratriz,Quebra do motor de perfuração,2024-04-29,Crítica
407,074,Perfuratriz,Quebra do motor de perfuração,2022-06-24,Crítica
408,141,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-04-21,Média
409,117,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-09-02,Média
410,081,Escavadeira Hidráulica,Falha no sistema de rotação,2021-10-18,Alta
411,083,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-03-15,Média
412,104,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-01-27,Média
413,139,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-10-08,Crítica
414,106,Perfuratriz,Desgaste da broca,2023-11-29,Baixa
415,049,Escavadeira Hidráulica,Falha no sistema de rotação,2024-12-17,Alta
416,128,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-07-25,Crítica
417,014,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-05-14,Alta
418,069,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-29,Baixa
419,074,Perfuratriz,Quebra do motor de perfuração,2022-07-25,Crítica
420,125,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-04-12,Média
421,008,Carregadeira,Falha no sistema hidráulico,2024-12-17,Média
422,041,Escavadeira Hidráulica,Falha no sistema de rotação,2023-06-11,Alta
423,142,Perfuratriz,Desgaste da broca,2019-10-04,Baixa
424,142,Perfuratriz,Quebra do motor de perfuração,2018-08-15,Crítica
425,024,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-12-22,Alta
426,030,Perfuratriz,Quebra do motor de perfuração,2019-10-28,Crítica
427,031,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-05-03,Baixa
428,128,Escavadeira Hidráulica,Falha no sistema de rotação,2023-02-18,Alta
429,131,Caminhão Fora de Estrada,Vazamento de óleo do motor,2017-08-27,Média
430,107,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-15,Crítica
431,121,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2016-06-23,Baixa
432,117,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-05-04,Baixa
433,099,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-29,Baixa
434,131,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-06-18,Alta
435,018,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-10-17,Média
436,107,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-12-30,Média
437,130,Perfuratriz,Vazamento de combustível,2024-08-17,Média
438,001,Perfuratriz,Vazamento de combustível,2022-09-08,Média
439,077,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-04-08,Crítica
440,039,Britador Primário,Rompimento de correias,2024-10-31,Crítica
441,138,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-04-22,Crítica
442,089,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-10-25,Média
443,142,Perfuratriz,Quebra do motor de perfuração,2021-06-27,Crítica
444,117,Escavadeira Hidráulica,Falha no sistema de rotação,2023-02-09,Alta
445,049,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-11,Baixa
446,147,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-04-02,Crítica
447,060,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-01-01,Crítica
448,012,Carregadeira,Superaquecimento do motor,2020-03-06,Alta
449,122,Carregadeira,Danos na caçamba de carga,2021-12-23,Crítica
450,099,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-12,Baixa
451,127,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-12-26,Baixa
452,033,Escavadeira Hidráulica,Falha no sistema de rotação,2021-01-20,Alta
453,026,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2018-05-07,Crítica
454,026,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-05-10,Crítica
455,004,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-02-03,Baixa
456,105,Caminhão Fora de Estrada,Falha no sistema de transmissão,2021-03-13,Alta
457,020,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-04-23,Crítica
458,068,Escavadeira Hidráulica,Falha no sistema de rotação,2018-05-24,Alta
459,102,Perfuratriz,Desgaste da broca,2023-05-12,Baixa
460,085,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-01-11,Crítica
461,082,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-02-24,Crítica
462,139,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-11-12,Média
463,018,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-08-05,Alta
464,074,Perfuratriz,Falha no compressor de ar,2024-10-27,Alta
465,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-13,Crítica
466,026,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-01-11,Média
467,114,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-08-15,Alta
468,077,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-06-14,Baixa
469,012,Carregadeira,Superaquecimento do motor,2024-12-08,Alta
470,015,Carregadeira,Superaquecimento do motor,2019-04-22,Alta
471,092,Escavadeira Hidráulica,Falha no sistema de rotação,2021-04-03,Alta
472,111,Perfuratriz,Falha no compressor de ar,2024-06-27,Alta
473,063,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-09-24,Crítica
474,145,Carregadeira,Falha no sistema hidráulico,2018-03-18,Média
475,044,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-10-22,Baixa
476,021,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-09-15,Crítica
477,062,Perfuratriz,Quebra do motor de perfuração,2021-10-23,Crítica
478,150,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-04-22,Baixa
479,060,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-05-10,Crítica
480,066,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-01-25,Crítica
481,066,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-05-16,Média
482,120,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-09,Alta
483,140,Britador Primário,Desgaste das mandíbulas,2024-06-30,Baixa
484,019,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-04-21,Crítica
485,089,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-09-03,Média
486,109,Escavadeira Hidráulica,Falha no sistema de rotação,2024-05-20,Alta
487,117,Escavadeira Hidráulica,Falha no sistema de rotação,2024-05-02,Alta
488,051,Perfuratriz,Quebra do motor de perfuração,2019-02-13,Crítica
489,124,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-11-14,Média
490,061,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-04-04,Crítica
491,147,Escavadeira Hidráulica,Falha no sistema de rotação,2024-10-25,Alta
492,148,Escavadeira Hidráulica,Falha no sistema de rotação,2022-10-12,Alta
493,076,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-06-22,Média
494,102,Perfuratriz,Vazamento de combustível,2024-01-09,Média
495,003,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-02-15,Baixa
496,128,Escavadeira Hidráulica,Falha no sistema de rotação,2024-12-27,Alta
497,059,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-01-29,Média
498,057,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-10-24,Baixa
499,065,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-09-25,Baixa
500,025,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2019-12-03,Baixa
501,080,Perfuratriz,Quebra do motor de perfuração,2022-02-19,Crítica
502,009,Perfuratriz,Vazamento de combustível,2023-06-08,Média
503,034,Carregadeira,Desgaste dos pneus,2023-03-02,Baixa
504,076,Escavadeira Hidráulica,Falha no sistema de rotação,2021-08-12,Alta
505,107,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-11-02,Alta
506,052,Britador Primário,Desgaste das mandíbulas,2016-09-01,Baixa
507,139,Escavadeira Hidráulica,Falha no sistema de rotação,2023-10-01,Alta
508,136,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-04-26,Média
509,043,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-12-20,Média
510,124,Escavadeira Hidráulica,Falha no sistema de rotação,2020-02-05,Alta
511,087,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2023-02-27,Baixa
512,120,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-07-05,Média
513,037,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-06-24,Baixa
514,102,Perfuratriz,Vazamento de combustível,2024-09-04,Média
515,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-01-08,Crítica
516,004,Escavadeira Hidráulica,Falha no sistema de rotação,2021-07-31,Alta
517,138,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-03-03,Baixa
518,117,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-02,Alta
519,068,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-06-30,Crítica
520,096,Carregadeira,Desgaste dos pneus,2024-11-14,Baixa
521,060,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-05-09,Crítica
522,007,Carregadeira,Superaquecimento do motor,2019-07-30,Alta
523,057,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2017-05-30,Média
524,119,Escavadeira Hidráulica,Falha no sistema de rotação,2024-03-26,Alta
525,105,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-12-30,Baixa
526,036,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2017-11-05,Média
527,010,Perfuratriz,Vazamento de combustível,2023-08-31,Média
528,127,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-08-18,Baixa
529,025,Caminhão Fora de Estrada,Falha no sistema de transmissão,2021-10-11,Alta
530,138,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-11-29,Alta
531,100,Carregadeira,Danos na caçamba de carga,2024-10-26,Crítica
532,095,Caminhão Fora de Estrada,Quebra do eixo traseiro,2019-12-01,Crítica
533,040,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-01-01,Crítica
534,026,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-06-21,Crítica
535,105,Caminhão Fora de Estrada,Vazamento de óleo do motor,2020-07-22,Média
536,009,Perfuratriz,Vazamento de combustível,2022-01-25,Média
537,056,Britador Primário,Rompimento de correias,2020-01-18,Crítica
538,114,Caminhão Fora de Estrada,Falha no sistema de transmissão,2017-09-01,Alta
539,093,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-02-08,Média
540,095,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-07-09,Média
541,016,Perfuratriz,Quebra do motor de perfuração,2024-05-14,Crítica
542,071,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2017-12-07,Baixa
543,032,Britador Primário,Rompimento de correias,2023-10-23,Crítica
544,024,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-05-11,Alta
545,006,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2018-11-28,Média
546,086,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-10-05,Alta
547,033,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-08-24,Baixa
548,018,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-12-14,Alta
549,056,Britador Primário,Desgaste das mandíbulas,2023-02-04,Baixa
550,085,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-03-22,Baixa
551,001,Perfuratriz,Vazamento de combustível,2018-10-26,Média
552,038,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-06-08,Baixa
553,139,Escavadeira Hidráulica,Falha no sistema de rotação,2019-09-13,Alta
554,045,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2017-08-26,Baixa
555,007,Carregadeira,Falha no sistema hidráulico,2019-04-04,Média
556,004,Escavadeira Hidráulica,Falha no sistema de rotação,2020-01-10,Alta
557,061,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-13,Alta
558,005,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-05-22,Baixa
559,068,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-03-11,Média
560,033,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-04-03,Crítica
561,135,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-10-02,Média
562,017,Caminhão Fora de Estrada,Quebra do eixo traseiro,2016-02-03,Crítica
563,115,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-05-11,Média
564,132,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-05-06,Média
565,116,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-10-01,Alta
566,012,Carregadeira,Superaquecimento do motor,2017-09-26,Alta
567,118,Perfuratriz,Desgaste da broca,2024-08-19,Baixa
568,016,Perfuratriz,Quebra do motor de perfuração,2024-05-25,Crítica
569,103,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-10-24,Crítica
570,028,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-06-24,Crítica
571,114,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2019-02-26,Baixa
572,021,Escavadeira Hidráulica,Falha no sistema de rotação,2024-10-16,Alta
573,038,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-04-16,Média
574,033,Escavadeira Hidráulica,Falha no sistema de rotação,2024-06-01,Alta
575,150,Escavadeira Hidráulica,Falha no sistema de rotação,2021-11-17,Alta
576,098,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-03-11,Média
577,117,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-01-20,Crítica
578,026,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-03-18,Média
579,142,Perfuratriz,Falha no compressor de ar,2020-11-04,Alta
580,111,Perfuratriz,Quebra do motor de perfuração,2023-05-09,Crítica
581,059,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-09-30,Crítica
582,087,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-02-18,Crítica
583,103,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-10-03,Crítica
584,025,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-12-16,Média
585,110,Perfuratriz,Vazamento de combustível,2023-04-07,Média
586,066,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-11,Alta
587,040,Caminhão Fora de Estrada,Quebra do eixo traseiro,2019-09-20,Crítica
588,018,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-10-30,Baixa
589,022,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-10-13,Média
590,111,Perfuratriz,Desgaste da broca,2020-03-25,Baixa
591,096,Carregadeira,Falha no sistema hidráulico,2024-12-24,Média
592,143,Carregadeira,Desgaste dos pneus,2024-09-03,Baixa
593,144,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-12-25,Média
594,032,Britador Primário,Rompimento de correias,2022-05-17,Crítica
595,091,Perfuratriz,Quebra do motor de perfuração,2024-05-15,Crítica
596,014,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-06-27,Média
597,080,Perfuratriz,Vazamento de combustível,2023-01-15,Média
598,027,Perfuratriz,Falha no compressor de ar,2024-02-26,Alta
599,040,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-07-12,Crítica
600,058,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-10-10,Média
601,090,Perfuratriz,Vazamento de combustível,2023-05-10,Média
602,030,Perfuratriz,Vazamento de combustível,2021-12-03,Média
603,147,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-06-07,Baixa
604,110,Perfuratriz,Desgaste da broca,2020-06-04,Baixa
605,069,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-04-04,Média
606,047,Escavadeira Hidráulica,Falha no sistema de rotação,2021-09-07,Alta
607,080,Perfuratriz,Vazamento de combustível,2017-11-24,Média
608,090,Perfuratriz,Desgaste da broca,2022-10-17,Baixa
609,047,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-06-06,Baixa
610,145,Carregadeira,Danos na caçamba de carga,2023-03-09,Crítica
611,018,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-09-29,Alta
612,008,Carregadeira,Desgaste dos pneus,2024-11-12,Baixa
613,136,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-10-03,Alta
614,097,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-04-11,Crítica
615,117,Escavadeira Hidráulica,Falha no sistema de rotação,2024-06-22,Alta
616,041,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-06,Alta
617,080,Perfuratriz,Vazamento de combustível,2020-05-24,Média
618,146,Carregadeira,Desgaste dos pneus,2021-03-24,Baixa
619,014,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-01-31,Alta
620,041,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-12-22,Média
621,021,Escavadeira Hidráulica,Falha no sistema de rotação,2024-01-17,Alta
622,114,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-23,Crítica
623,125,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-05-30,Crítica
624,107,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-04-28,Média
625,056,Britador Primário,Bloqueio por material,2019-09-27,Média
626,089,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-12-19,Crítica
627,029,Carregadeira,Superaquecimento do motor,2023-07-25,Alta
628,125,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-19,Alta
629,012,Carregadeira,Falha no sistema hidráulico,2021-06-15,Média
630,102,Perfuratriz,Desgaste da broca,2021-11-27,Baixa
631,002,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-06-26,Baixa
632,078,Caminhão Fora de Estrada,Falha no sistema de transmissão,2016-11-08,Alta
633,036,Escavadeira Hidráulica,Falha no sistema de rotação,2020-01-06,Alta
634,075,Perfuratriz,Vazamento de combustível,2024-09-27,Média
635,031,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-11-03,Média
636,128,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-05-26,Crítica
637,045,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-11-28,Alta
638,098,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-02-29,Alta
639,129,Caminhão Fora de Estrada,Vazamento de óleo do motor,2020-11-16,Média
640,019,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-04-16,Crítica
641,011,Caminhão Fora de Estrada,Quebra do eixo traseiro,2016-01-08,Crítica
642,005,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-07-04,Crítica
643,020,Escavadeira Hidráulica,Falha no sistema de rotação,2024-05-17,Alta
644,148,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-01-13,Crítica
645,147,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-12-29,Crítica
646,107,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-09-15,Média
647,030,Perfuratriz,Quebra do motor de perfuração,2018-10-25,Crítica
648,006,Escavadeira Hidráulica,Falha no sistema de rotação,2017-09-13,Alta
649,044,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-08-29,Crítica
650,093,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-07-10,Média
651,112,Carregadeira,Desgaste dos pneus,2023-08-23,Baixa
652,063,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-10-31,Crítica
653,103,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2021-09-30,Baixa
654,102,Perfuratriz,Vazamento de combustível,2024-10-17,Média
655,087,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-05-05,Alta
656,086,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-11-20,Alta
657,020,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-12-03,Média
658,136,Caminhão Fora de Estrada,Falha no sistema de transmissão,2016-11-08,Alta
659,090,Perfuratriz,Vazamento de combustível,2022-01-25,Média
660,038,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-12-06,Baixa
661,027,Perfuratriz,Falha no compressor de ar,2023-04-12,Alta
662,066,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-05-17,Baixa
663,045,Caminhão Fora de Estrada,Falha no sistema de transmissão,2018-11-19,Alta
664,020,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-08,Baixa
665,127,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-06-24,Crítica
666,145,Carregadeira,Danos na caçamba de carga,2022-03-18,Crítica
667,145,Carregadeira,Superaquecimento do motor,2016-11-24,Alta
668,081,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-10-26,Baixa
669,113,Perfuratriz,Desgaste da broca,2023-03-12,Baixa
670,121,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-04-26,Crítica
671,078,Caminhão Fora de Estrada,Vazamento de óleo do motor,2018-01-09,Média
672,015,Carregadeira,Superaquecimento do motor,2019-05-13,Alta
673,130,Perfuratriz,Desgaste da broca,2023-09-25,Baixa
674,080,Perfuratriz,Quebra do motor de perfuração,2022-09-08,Crítica
675,116,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-03-17,Baixa
676,015,Carregadeira,Superaquecimento do motor,2024-04-03,Alta
677,074,Perfuratriz,Desgaste da broca,2023-06-25,Baixa
678,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-04-07,Crítica
679,119,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-03-21,Média
680,116,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-08-14,Alta
681,083,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-08-18,Crítica
682,129,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-04-01,Alta
683,016,Perfuratriz,Quebra do motor de perfuração,2023-08-19,Crítica
684,027,Perfuratriz,Vazamento de combustível,2024-11-16,Média
685,022,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-02-18,Baixa
686,011,Caminhão Fora de Estrada,Falha no sistema de transmissão,2019-08-28,Alta
687,113,Perfuratriz,Quebra do motor de perfuração,2022-10-17,Crítica
688,135,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-04-03,Baixa
689,094,Escavadeira Hidráulica,Falha no sistema de rotação,2021-01-09,Alta
690,073,Carregadeira,Danos na caçamba de carga,2021-06-17,Crítica
691,105,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-08-01,Média
692,014,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-09-20,Média
693,017,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-07-17,Média
694,025,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-25,Crítica
695,073,Carregadeira,Superaquecimento do motor,2023-03-24,Alta
696,039,Britador Primário,Falha no motor elétrico,2021-02-02,Alta
697,021,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-17,Baixa
698,090,Perfuratriz,Vazamento de combustível,2024-07-28,Média
